Status,Declaration Name,File Path,Line Number,Last Modified,Age (Months),Age (Days),Last Commit
⚠️,"Code","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",681,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"Indented","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",703,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"Fenced","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",746,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"ThematicBreak","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",795,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"HtmlBlock","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",815,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"InlinesStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",910,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"InlinesStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",959,2025-07-18,5,173,"f50abc6062773c82daa76b757ad1bb199ce05b1e"
⚠️,"useCustomPopupRenderer","foundation/src/main/kotlin/org/jetbrains/jewel/foundation/JewelFlags.kt",11,2025-07-08,5,183,"5580335832218699cfb0046cc14b9ff3d082878b"
⚠️,"IconButtonStyle","int-ui/int-ui-standalone/src/main/kotlin/org/jetbrains/jewel/intui/standalone/styling/IntUiIconButtonStyling.kt",27,2025-07-16,5,175,"cee85e68a926c37874e7d8a39e37b86c306f79bf"
⚠️,"IconButtonStyle","int-ui/int-ui-standalone/src/main/kotlin/org/jetbrains/jewel/intui/standalone/styling/IntUiIconButtonStyling.kt",34,2025-07-16,5,175,"cee85e68a926c37874e7d8a39e37b86c306f79bf"
⚠️,"IconButtonColors","int-ui/int-ui-standalone/src/main/kotlin/org/jetbrains/jewel/intui/standalone/styling/IntUiIconButtonStyling.kt",76,2025-07-16,5,175,"cee85e68a926c37874e7d8a39e37b86c306f79bf"
⚠️,"IconButtonColors","int-ui/int-ui-standalone/src/main/kotlin/org/jetbrains/jewel/intui/standalone/styling/IntUiIconButtonStyling.kt",134,2025-07-16,5,175,"cee85e68a926c37874e7d8a39e37b86c306f79bf"
⚠️,"readTransparentIconButton","ide-laf-bridge/src/main/kotlin/org/jetbrains/jewel/bridge/theme/IntUiBridgeIconButton.kt",49,2025-07-16,5,175,"cee85e68a926c37874e7d8a39e37b86c306f79bf"
⚠️,"retrieveIntAsNonNegativeDpOrUnspecified","ide-laf-bridge/src/main/kotlin/org/jetbrains/jewel/bridge/BridgeUtils.kt",190,2025-07-23,5,168,"ed3c3d0984cca800ea982487883a2a86209974e5"
⚠️,"Dimension","ide-laf-bridge/src/main/kotlin/org/jetbrains/jewel/bridge/BridgeUtils.kt",259,2025-07-23,5,168,"ed3c3d0984cca800ea982487883a2a86209974e5"
⚠️,"JBDimension","ide-laf-bridge/src/main/kotlin/org/jetbrains/jewel/bridge/BridgeUtils.kt",274,2025-07-23,5,168,"ed3c3d0984cca800ea982487883a2a86209974e5"
⚠️,"retrieveArcAsNonNegativeCornerSizeOrDefault","ide-laf-bridge/src/main/kotlin/org/jetbrains/jewel/bridge/BridgeUtils.kt",313,2025-07-23,5,168,"ed3c3d0984cca800ea982487883a2a86209974e5"
❌,"TextField","ui/src/main/kotlin/org/jetbrains/jewel/ui/component/TextField.kt",145,2025-07-07,6,184,"e1095a8c12643eeecc5772b59b72bfca8cf983d8"
❌,"SwingBridgeTheme","ide-laf-bridge/src/main/kotlin/org/jetbrains/jewel/bridge/theme/SwingBridgeTheme.kt",34,2025-06-27,6,194,"91ce83f05db6239471b727607d9c2a4510c7e9d5"
❌,"WithTextContent","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/WithTextContent.kt",6,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"plus","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/processing/MarkdownProcessor.kt",427,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"WithChildBlocks","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/WithChildBlocks.kt",8,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"WithInlineMarkdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/WithInlineMarkdown.kt",6,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownDelimitedInlineRendererExtension","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/MarkdownDelimitedInlineRendererExtension.kt",11,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"BlockQuote","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",11,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"CodeBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",31,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"IndentedCodeBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",36,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"FencedCodeBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",54,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"CustomBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",80,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"HtmlBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",110,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"ListBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",128,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"OrderedList","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",134,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"UnorderedList","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",182,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"ListItem","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",220,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"ThematicBreak","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownBlock.kt",250,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"AutoScrollableBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/scrolling/AutoScrollingUtil.kt",20,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownStyling","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",29,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Heading","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",67,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"H1","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",82,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"H2","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",129,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"H3","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",176,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"H4","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",223,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"H5","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",270,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"H6","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",317,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"BlockQuote","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",395,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"List","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",446,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Ordered","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",450,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Unordered","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",591,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Code","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",707,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Indented","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",711,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Fenced","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",770,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Image","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",874,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"ThematicBreak","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",929,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"HtmlBlock","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",962,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"InlinesStyling","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",1080,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"baseInlinesStyling","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownStyling.kt",43,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"RawMarkdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Semantics.kt",9,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"InlineMarkdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",7,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"Code","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",14,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"CustomDelimitedNode","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",32,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"Emphasis","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",56,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"HtmlInline","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",89,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"Image","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",107,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"Link","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",155,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"StrongEmphasis","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",194,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"Text","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/InlineMarkdown.kt",225,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownMode","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownMode.kt",12,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"Standalone","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownMode.kt",21,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"WithMarkdownMode","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/MarkdownMode.kt",36,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableStyling","markdown/extensions/gfm-tables/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/tables/GitHubTableStyling.kt",14,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableColors","markdown/extensions/gfm-tables/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/tables/GitHubTableStyling.kt",69,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"RowBackgroundStyle","markdown/extensions/gfm-tables/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/tables/GitHubTableStyling.kt",111,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableMetrics","markdown/extensions/gfm-tables/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/tables/GitHubTableStyling.kt",127,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GitHubStrikethroughInlineProcessorExtension","markdown/extensions/gfm-strikethrough/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/strikethrough/GitHubStrikethroughInlineProcessorExtension.kt",13,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GitHubStrikethroughRendererExtension","markdown/extensions/gfm-strikethrough/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/strikethrough/GitHubStrikethroughRendererExtension.kt",8,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GitHubStrikethroughNode","markdown/extensions/gfm-strikethrough/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/strikethrough/GitHubStrikethroughNode.kt",8,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GitHubStrikethroughInlineRendererExtension","markdown/extensions/gfm-strikethrough/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/strikethrough/GitHubStrikethroughInlineRendererExtension.kt",15,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GitHubAlertIcons","markdown/extensions/gfm-alerts/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/github/alerts/GitHubAlertIcons.kt",8,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownBlockRenderer","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/BridgeMarkdownBlockRendererExtensions.kt",13,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",47,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Paragraph","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",65,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Heading","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",70,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"BlockQuote","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",238,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"List","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",249,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Ordered","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",284,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Unordered","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",335,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Code","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",359,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Indented","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",367,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Fenced","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",380,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"Image","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",409,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"ThematicBreak","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",421,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"HtmlBlock","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",429,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"InlinesStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",441,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"InlinesStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/BridgeMarkdownStyling.kt",495,2025-05-29,7,223,"4180ce901d7632f8301197d4dd041ec0d3973230"
❌,"GfmTableStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/tables/BridgeGitHubTableStyling.kt",19,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableColors","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/tables/BridgeGitHubTableStyling.kt",27,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableMetrics","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/tables/BridgeGitHubTableStyling.kt",36,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"AlertStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/alerts/BridgeGitHubAlertStyling.kt",25,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"NoteAlertStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/alerts/BridgeGitHubAlertStyling.kt",35,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"TipAlertStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/alerts/BridgeGitHubAlertStyling.kt",60,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"ImportantAlertStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/alerts/BridgeGitHubAlertStyling.kt",85,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"WarningAlertStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/alerts/BridgeGitHubAlertStyling.kt",110,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"CautionAlertStyling","markdown/ide-laf-bridge-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/bridge/styling/extensions/github/alerts/BridgeGitHubAlertStyling.kt",135,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownBlockRenderer","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/IntUiMarkdownBlockRendererExtensions.kt",14,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/tables/IntUiGitHubTableStyling.kt",16,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableColors","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/tables/IntUiGitHubTableStyling.kt",32,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"GfmTableMetrics","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/tables/IntUiGitHubTableStyling.kt",50,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"AlertStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/alerts/IntUiGitHubAlertStyling.kt",22,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"NoteAlertStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/alerts/IntUiGitHubAlertStyling.kt",42,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"TipAlertStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/alerts/IntUiGitHubAlertStyling.kt",92,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"ImportantAlertStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/alerts/IntUiGitHubAlertStyling.kt",142,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"WarningAlertStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/alerts/IntUiGitHubAlertStyling.kt",192,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"CautionAlertStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/extensions/github/alerts/IntUiGitHubAlertStyling.kt",242,2025-06-04,7,217,"41ca33fc13f7df6e41ea84db319cb2bb8f8c0908"
❌,"MarkdownStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",45,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Paragraph","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",81,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Heading","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",93,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"BlockQuote","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",405,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"List","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",427,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Ordered","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",496,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Unordered","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",602,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Code","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",673,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Indented","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",689,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"Fenced","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",717,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
