Status,Declaration Name,File Path,Line Number,Last Modified,Age (Months),Age (Days),Last Commit
❌,"Image","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",775,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"ThematicBreak","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",787,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"HtmlBlock","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",803,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"InlinesStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",827,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"InlinesStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/styling/IntUiMarkdownStyling.kt",876,2025-06-03,7,218,"67385f8e66114d3ba867d3bb97fe7a638f49559d"
❌,"ProvideMarkdownStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/IntUiProvideMarkdownStyling.kt",26,2025-06-04,7,217,"d281dea716e30a21ef8f576dab30af9ed236649f"
❌,"ProvideMarkdownStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/IntUiProvideMarkdownStyling.kt",72,2025-06-04,7,217,"d281dea716e30a21ef8f576dab30af9ed236649f"
❌,"ProvideMarkdownStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/IntUiProvideMarkdownStyling.kt",114,2025-06-04,7,217,"d281dea716e30a21ef8f576dab30af9ed236649f"
❌,"ProvideMarkdownStyling","markdown/int-ui-standalone-styling/src/main/kotlin/org/jetbrains/jewel/intui/markdown/standalone/IntUiProvideMarkdownStyling.kt",139,2025-06-04,7,217,"d281dea716e30a21ef8f576dab30af9ed236649f"
❌,"Markdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Markdown.kt",62,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"Markdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Markdown.kt",90,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"Markdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Markdown.kt",163,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"Markdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Markdown.kt",180,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"LazyMarkdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Markdown.kt",247,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"LazyMarkdown","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/Markdown.kt",275,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"plus","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/rendering/MarkdownBlockRenderer.kt",661,2025-03-16,9,297,"15ec6066ee17659924f1efacdf8cdff7b53165b5"
❌,"LazyTree","ui/src/main/kotlin/org/jetbrains/jewel/ui/component/LazyTree.kt",54,2025-01-15,11,357,"b922a5bbfdff1a58cc28c6897b0dd99b77f34726"
❌,"MarkdownRendererExtension","markdown/core/src/main/kotlin/org/jetbrains/jewel/markdown/extensions/MarkdownRendererExtension.kt",6,2025-01-21,11,351,"ce6318e5ac2543755317efc74894a2ce488d15e1"
❌,"CodeHighlighter","foundation/src/main/kotlin/org/jetbrains/jewel/foundation/code/highlighting/CodeHighlighter.kt",11,2025-01-16,11,356,"2b72a30897da4448219033aecc8bd59aad752454"
❌,"enableNewSwingCompositing","foundation/src/main/kotlin/org/jetbrains/jewel/foundation/Compatibility.kt",5,2024-09-03,16,491,"0beda7c6727e6564843cd3a6a06a7b79f192636c"
